Author_Name,Title,Elapsed_Time,Num_Comments,Number_of_Upvotes,Author_Tier,Author_Discussion_Tier,Num_Followers,Discussion_Golds,Discussion_Silvers,Discussion_Bronzes,Current_Discussion_Rank,Highest_Discussion_Rank,Discussion_link
Mumin,Top 5 Github Repos to Learn Data Science/ AI,10 months,60,42,Expert,Expert,13,71,0,2,1058,634,https://www.kaggle.com/getting-started/234474
drbkiss,How to download csv output file from kernel?,4 years,45,42,Novice,Novice,0,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/58426
Ouassim Adnane,All kinds of cheat sheets in one place,3 years,39,42,Master,Master,260,262,38,23,411,50,https://www.kaggle.com/getting-started/90817
Firat Gonen,Deep Reinforcement Learning BootCamp,3 years,23,42,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/108149
Ravi Chaubey,Statistics and Machine Learning,2 years,10,41,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/138532
Ravi Chaubey,Data Science Methodology/Framework - An extract.,2 years,8,42,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/145257
Ravi Chaubey,Key Role in Data Science !!,2 years,13,42,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/153488
Alexis Cook,Data Visualization Course Discussion,2 years,256,42,Team,Expert,4494,134,14,16,Unranked,Unranked,https://www.kaggle.com/getting-started/161291
Mohammad Essam,Tableau Cheatsheet,2 years,9,42,Expert,Expert,96,202,20,3,426,116,https://www.kaggle.com/getting-started/167527
shivan kumar,Complete Roadmap for Beginners Data Science,2 years,33,42,Master,Expert,335,186,18,8,492,101,https://www.kaggle.com/getting-started/170890
Delal Tomruk,My Beginner Mistakes in Machine Learning 🤯 (and what I've learned from them!),9 months,57,42,Contributor,Contributor,22,12,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/246764
Maxence Fuzellier,My very first week on Kaggle as a beginner!,2 months,74,41,Contributor,Contributor,11,18,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/298378
Firat Gonen,Deploying Machine Learning Models,3 years,46,41,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/108146
Raju Kumar Mishra,9 Jupyter Notebooks Small Projects on Pandas,2 years,2,41,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/115190
Saurav Anand,Scikit-Learn Cheatsheet,2 years,10,41,Master,Expert,316,410,14,6,400,97,https://www.kaggle.com/getting-started/116620
voru588,Understanding Random Forest. How it works,2 years,42,41,Expert,Expert,129,105,11,5,856,113,https://www.kaggle.com/getting-started/128916
Ravi Chaubey,Machine Learning tips and tricks,2 years,3,41,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/142393
Ravi Chaubey,Multivariate Statistical Analysis,2 years,6,41,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/142567
Ravi Chaubey,"Step by Step Statistics, EDA to ML",2 years,5,41,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/148937
Data Warrior,50+ 𝙋𝙮𝙩𝙝𝙤𝙣 𝙏𝙞𝙥𝙨 𝙖𝙣𝙙 𝙏𝙧𝙞𝙘𝙠𝙨,2 years,71,41,Expert,Expert,12,143,0,2,1109,376,https://www.kaggle.com/getting-started/170548
Sanyam Bhutani,ChaiEDA Sessions: 2x Weekly (Silent) EDA Practise Group,2 years,24,40,Master,Master,721,372,43,49,45,45,https://www.kaggle.com/getting-started/170570
Mohamed Hany,skills sets every data scientist should have,a year,104,41,Master,Master,121,580,35,17,60,43,https://www.kaggle.com/getting-started/196761
Mukharbek Organokov,FREE university courses in ML from Top Universities in CS,a year,14,41,Master,Master,171,246,47,26,255,34,https://www.kaggle.com/getting-started/211633
Vetrivel-PS,Kickstart DS Career with TOP 25 ML Hackathon Platforms✨🔥👇,10 months,73,40,Expert,Expert,363,94,2,6,491,260,https://www.kaggle.com/getting-started/236455
sai pavan saketh,Bias and Variance (Under and Over Fit) Clarified !!,8 months,48,41,Expert,Expert,78,107,4,7,297,153,https://www.kaggle.com/getting-started/253527
Bhaskar.AI,How to handle large number of categorical values?,5 years,23,40,Novice,Novice,1,4,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/37489
Nanashi,R vs Python,3 years,35,40,Grandmaster,Grandmaster,1533,572,77,71,61,6,https://www.kaggle.com/getting-started/82725
Firat Gonen,Keras Documentation,3 years,35,40,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/96934
Divya Shah,24 Data Science Projects to boost skills(with tutorials),2 years,13,40,Expert,Expert,7,48,4,2,2069,323,https://www.kaggle.com/getting-started/112671
Firat Gonen,Chai Time Data Science by Sanyam Bhutani,2 years,28,40,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/121741
Ravi Chaubey,Top Machine Learning Algorithms !!!,2 years,17,40,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/149705
Ravi Chaubey,Data Science Applications !!,2 years,10,40,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/151658
Ravi Chaubey,11 Inspiring Books For Every Level in Data Science !!,2 years,10,40,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/163312
Ravi Chaubey,"Big Data - How Big? : V's , Job Opportunities and Use-case !!",a year,3,40,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/186677
Pankaj Bhowmik,50+ Cheat Sheets for 2021: Data Science & Machine Learning,a year,38,40,Expert,Expert,81,74,1,4,847,360,https://www.kaggle.com/getting-started/210670
ANUSHKA_ML,Best YouTube Channels for Data Science,4 months,106,40,Contributor,Contributor,10,11,0,2,Unranked,Unranked,https://www.kaggle.com/getting-started/289649
Tuatini GODARD,[Python/Sklearn] How does .score() works?,5 years,36,39,Contributor,Contributor,64,13,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/27261
Jade Abbott,Nervous to get in the game,5 years,23,39,Contributor,Contributor,13,9,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/36588
Janio Martinez Bachmann,Encouragement to Busy Kagglers,3 years,60,39,Grandmaster,Expert,2210,755,4,5,296,51,https://www.kaggle.com/getting-started/69087
Kushal Bhavsar,How to become Master in Data scince [For Beginner guide],3 years,37,39,Expert,Expert,167,86,2,5,1705,181,https://www.kaggle.com/getting-started/91309
Firat Gonen,Python Machine Learning Book Code Repository,2 years,46,39,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/120724
Ravi Chaubey,Handling Imbalanced Dataset,2 years,8,39,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/138258
Ravi Chaubey,35 Page(Quick Mind Map) Machine Learning for Everyone,2 years,19,39,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/145939
Ravi Chaubey,Natural Language Processing Cheat Sheet!!!,2 years,11,39,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/149990
Ravi Chaubey,8 Pages Python Pandas Tutorial !!!,2 years,12,39,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/153513
Ravi Chaubey,Data Science Industries !! Who does what?,2 years,10,39,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/154607
Ravi Chaubey,Want to Speed Up Your Nueral Network?,2 years,4,39,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/171047
Sameer Patel,Best Data Science Blogs To Follow,a year,41,39,Master,Expert,94,231,6,13,306,92,https://www.kaggle.com/getting-started/211179
Robin,I became 2x Expert Today <3,6 months,156,39,Master,Expert,85,467,0,4,130,130,https://www.kaggle.com/getting-started/270625
Anandhu H,Machine Learning & Data Science Interview Questions & Answers,5 months,53,39,Master,Expert,222,403,11,15,90,71,https://www.kaggle.com/getting-started/280428
FabienDaniel,Usual Data Science abbreviations,5 years,12,38,Master,Expert,575,193,21,7,669,31,https://www.kaggle.com/getting-started/38187
Zeeshan-ul-hassan Usmani,"Introduction to Kaggle Kernels - Learn, Code, Publish, Improve and Win!",4 years,9,38,Grandmaster,Expert,3139,123,5,8,982,50,https://www.kaggle.com/getting-started/44939
Firat Gonen,Tackling Climate Change with Machine Learning,3 years,20,38,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/95762
Raju Kumar Mishra,"7 very interesting collection of pandas, statsmodels and seaborn notebooks",2 years,3,38,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/116531
Mohammed Tayor,Top 10 Newsletters for Data Scientists in 2020,2 years,118,37,Expert,Expert,48,203,10,9,799,85,https://www.kaggle.com/getting-started/126606
Ravi Chaubey,Top 40 Python Interview Questions & Answers!!!,2 years,11,38,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/149277
Raju Kumar Mishra,Small Python projects for data science which should be visited minimum once,2 years,37,38,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/178152
Ravi Chaubey,Scale up your Machine Learning on Big Data !!,a year,2,38,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/182197
Ravi Chaubey,Core Principles of Data Visualisation !!,a year,5,38,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/187393
Mohaiminul Islam,10 Data Science Projects,a year,43,38,Master,Expert,50,65,3,4,1119,370,https://www.kaggle.com/getting-started/194256
Pranjal Verma,🌀🌀Resources of the Week : #11,8 months,32,38,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/252408
"Kai Xin, Thia","Whizage: Awesome place to learn data analysis, completely free",9 years,42,37,Expert,Contributor,3,10,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/4023
James Hewitson,10 Week Beginner Learning Syllabus,3 years,16,37,Contributor,Contributor,8,9,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/87793
Andrea Garritano,List of great ML/AI conferences!,2 years,9,37,Expert,Expert,19,56,1,1,2105,383,https://www.kaggle.com/getting-started/115799
Ravi Chaubey,Essentials of Numpy,2 years,4,37,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/138462
Ravi Chaubey,Matplotlib 3.1 Cheat Sheet (Data Visualization),2 years,5,37,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/143218
Ravi Chaubey,Comparing Different Algorithms (KNN+ANN+XGB),2 years,0,37,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/143819
Ravi Chaubey,K-Means Clustering Use Case,2 years,7,37,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/144437
Ravi Chaubey,8 Easy way to learn Data Science!!!,2 years,17,37,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/152070
Ravi Chaubey,MIT PDF Notes on TensorFlow 2.0 !!,2 years,4,36,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/157680
Alexis Cook,Intro to SQL Course Discussion,2 years,285,37,Team,Expert,4494,134,14,16,Unranked,Unranked,https://www.kaggle.com/getting-started/161314
Raju Kumar Mishra,Notes on importance of color selection and color combination in Data visualization,2 years,30,36,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/177945
Suman Dey,🔥 Weekly Cheat Sheet #2: Numpy ✔️,9 months,70,36,Expert,Expert,70,434,9,9,139,65,https://www.kaggle.com/getting-started/245475
Kalilur Rahman,📚🧲💥 Nice resources with Cheatsheets embedded - Good reference 💪📝✔,4 months,54,37,Master,Expert,136,287,23,19,81,81,https://www.kaggle.com/getting-started/289052
Shivam Bansal,My Top Tips to Curate High Quality Datasets on Kaggle,3 months,23,37,Grandmaster,Grandmaster,4239,438,29,51,29,20,https://www.kaggle.com/getting-started/291640
Raju Kumar Mishra,30 question to test your knowledge of KNN,3 years,16,36,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/98836
Raju Kumar Mishra,"10 Excellent collection of pandas, statsmodels and seaborn notebooks",2 years,9,36,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/116530
Ravi Chaubey,Python Seaborn Cheatseet,2 years,10,36,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/138041
CHANDAN,Web Scraping,2 years,14,36,Expert,Expert,19,137,11,2,849,156,https://www.kaggle.com/getting-started/153509
Ravi Chaubey,What is Data Science ?? The 5 P's !!,2 years,8,35,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/164960
Ravi Chaubey,Courses and Guide to learn Data Science from Scratch!!,2 years,6,36,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/172574
Sugyani Basantia,Top 8 Machine Learning Algorithms for Beginners,a year,57,36,Contributor,Contributor,12,29,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/186983
Zeus,24 FREE Projects to Boost your Profile for 2021🔥 |Guided,a year,41,36,Expert,Expert,70,284,3,1,485,142,https://www.kaggle.com/getting-started/205671
Firat Gonen,Learn Pandas (Free ebook) Great for Beginners!,3 years,33,35,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/105050
Ravi Chaubey,Free Data Science Resources,2 years,2,35,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/142632
Ravi Chaubey,Best Data Science Resources !!!,2 years,15,35,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/158572
Ravi Chaubey,Wide Deep Neural Network Guide !!,2 years,7,35,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/161169
Paras Varshney,ML and DL Revision notes for Beginners! 🚀,2 years,94,35,Master,Expert,243,128,1,3,1029,348,https://www.kaggle.com/getting-started/164731
JIL KOTHARI,Cheat Book for beginners in Data Science (10 pages),2 years,62,35,Expert,Expert,64,59,2,4,1359,385,https://www.kaggle.com/getting-started/180679
Ibtesam Ahmed,Guide to visualizations,10 months,26,34,Master,Expert,599,50,1,3,1350,785,https://www.kaggle.com/getting-started/234826
Bhawana Gaur,Best Resources to learn Statistics for data science,6 months,71,35,Contributor,Contributor,8,21,2,1,Unranked,Unranked,https://www.kaggle.com/getting-started/270116
Shivam Bansal,Best of Kaggle Notebooks #4. - Natural Language Processing,5 months,30,35,Grandmaster,Grandmaster,4239,438,29,51,29,20,https://www.kaggle.com/getting-started/279372
Aman Kumar,Stanford University & Ecole Centrale - ML & Data Science CheatSheet,2 months,65,35,Master,Expert,122,149,7,7,415,182,https://www.kaggle.com/getting-started/298259
Firat Gonen,Trending Research - Papers with actual codes !!,3 years,29,34,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/100100
Firat Gonen,The Data Scientist Guide to Apache Spark,3 years,17,34,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/107126
Raju Kumar Mishra,Statistics with Python (Collection of tutorials),2 years,18,34,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/108439
Prashant Banerjee,Best Practices for Feature Engineering,2 years,32,34,Grandmaster,Grandmaster,1330,465,42,51,240,18,https://www.kaggle.com/getting-started/112888
Raju Kumar Mishra,9 Excellent collection of Time Series Books and Tutorials in R,2 years,3,34,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/116517
Mohammed Tayor,Top 3 Kaggle Competitions Solutions Resources,2 years,33,34,Expert,Expert,48,203,10,9,799,85,https://www.kaggle.com/getting-started/125435
Ravi Chaubey,10 Best Data Science Book,2 years,3,34,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/144069
Ravi Chaubey,Choosing Right Regression Algorithm!!!,2 years,12,34,Master,Master,364,219,35,15,319,56,https://www.kaggle.com/getting-started/148905
Ritacheta Das,Top 5 data science libraries,a year,61,34,Expert,Expert,11,59,2,1,1382,536,https://www.kaggle.com/getting-started/202242
Suman Dey,🔥 Weekly Cheat Sheet #3: Matplotlib ✔️,9 months,44,33,Expert,Expert,70,434,9,9,139,65,https://www.kaggle.com/getting-started/246218
EdEastwood,Lessons learned from a long first Kaggle,5 years,20,33,Novice,Novice,0,0,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/29830
Zeeshan-ul-hassan Usmani,How to Learn Kaggle from Kaggle!,4 years,13,33,Grandmaster,Expert,3139,123,5,8,982,50,https://www.kaggle.com/getting-started/46655
